gamma,delta,iteration,fitness
0.5,0.3,39,0.615676800633697
0.5,0.3,40,0.615676800633697
0.5,0.3,41,0.615676800633697
0.5,0.3,42,0.615676800633697
0.5,0.3,43,0.615676800633697
0.5,0.3,44,0.615676800633697
0.5,0.3,45,0.615676800633697
0.5,0.3,46,0.615676800633697
0.5,0.3,47,0.615676800633697
0.5,0.3,48,0.615676800633697
0.5,0.3,49,0.615676800633697
0.5,0.3,50,0.615676800633697
0.5,0.3,51,0.615676800633697
0.5,0.3,52,0.615676800633697
0.5,0.3,53,0.615676800633697
0.5,0.3,54,0.615676800633697
0.5,0.3,55,0.615676800633697
0.5,0.3,56,0.615676800633697
0.5,0.3,57,0.615676800633697
0.5,0.3,58,0.615676800633697
0.5,0.3,59,0.615676800633697
0.5,0.3,60,0.615676800633697
0.5,0.3,61,0.615676800633697
0.5,0.5,1,0.5178586947136931
0.5,0.5,2,0.5181771430673241
0.5,0.5,3,0.5181771430673241
0.5,0.5,4,0.5182249554263678
0.5,0.5,5,0.5184171069825249
0.5,0.5,6,0.5184171069825249
0.5,0.5,7,0.5194004073396327
0.5,0.5,8,0.5194004073396327
0.5,0.5,9,0.5198437693695375
0.5,0.5,10,0.5198437693695375
0.5,0.5,11,0.5198437693695375
0.5,0.5,12,0.5198437693695375
0.5,0.5,13,0.5198437693695375
0.5,0.5,14,0.5198437693695375
0.5,0.5,15,0.5198437693695375
0.5,0.5,16,0.5199930670587083
0.5,0.5,17,0.520219618939089
0.5,0.5,18,0.520219618939089
0.5,0.5,19,0.520219618939089
0.5,0.5,20,0.520219618939089
0.5,0.5,21,0.520219618939089
0.5,0.5,22,0.520219618939089
0.5,0.5,23,0.520219618939089
0.5,0.5,24,0.520219618939089
0.5,0.5,25,0.520219618939089
0.5,0.5,26,0.520219618939089
0.5,0.5,27,0.520219618939089
0.5,0.5,28,0.520219618939089
0.5,0.5,29,0.520219618939089
0.5,0.5,30,0.520219618939089
0.5,0.5,31,0.520219618939089
0.5,0.5,32,0.520219618939089
0.5,0.5,33,0.520219618939089
0.5,0.5,34,0.5202323058443902
0.5,0.5,35,0.5203186221108154
0.5,0.5,36,0.5203186221108154
0.5,0.5,37,0.5203394648838102
0.5,0.5,38,0.5203394648838102
0.5,0.5,39,0.5203394648838102
0.5,0.5,40,0.5203632528312503
0.5,0.5,41,0.5203632528312503
0.5,0.5,42,0.5203632528312503
0.5,0.5,43,0.5203632528312503
0.5,0.5,44,0.5203632528312503
0.5,0.5,45,0.5203632528312503
0.5,0.5,46,0.5203632528312503
0.5,0.5,47,0.5203632528312503
0.5,0.5,48,0.5203632528312503
0.5,0.5,49,0.5203632528312503
0.5,0.5,50,0.5203632528312503
0.5,0.5,51,0.5203632528312503
0.5,0.5,52,0.5203632528312503
0.5,0.5,53,0.5203632528312503
0.5,0.5,54,0.5203632528312503
0.5,0.5,55,0.5203632528312503
0.5,0.5,56,0.5203632528312503
0.5,0.5,57,0.5203632528312503
0.5,0.5,58,0.5203632528312503
0.5,0.5,59,0.5203632528312503
0.5,0.5,60,0.5203632528312503
0.5,0.5,61,0.5203632528312503
0.5,0.5,62,0.5203632528312503
0.5,0.5,63,0.5203632528312503
0.5,0.5,64,0.5203632528312503
0.5,0.5,65,0.5203632528312503
0.5,0.5,66,0.5203632528312503
0.5,0.5,67,0.5203632528312503
0.5,0.5,68,0.5203632528312503
0.5,0.5,69,0.5203632528312503
0.5,0.5,70,0.5203632528312503
